recipient_name,cleaned_names,exclude,Notes
SOUTH FORK BBQ,SOUTH FORK BBQ,,
SOUTH EAST COMMUNITY RELATIONS COUNCIL,SOUTH EAST COMMUNITY RELATIONS COUNCIL,y,
SOUTH CHINA RESTAURANT,SOUTH CHINA RESTAURANT,,
SOUTH CAROLINA STATE SOCIETY,SOUTH CAROLINA STATE SOCIETY,y,
SOUTH CAPITOL HILL SCP MARKET,SOUTH CAPITOL HILL SCP MARKET,,
SOUTH BLOCK GEORGETOWN,SOUTH BLOCK GEORGETOWN,,
SOUTH BLOCK,SOUTH BLOCK,,
SOUSSI RESTAURANT,SOUSSI RESTAURANT,,
SOUSSI,SOUSSI,,
SOURCE,SOURCE,y,
SOUPERGIRL,SOUPERGIRL,,
SOUP UP,SOUP UP,,
"SOUNDEXCHANGE, INC. LEGISLATIVE FUND","SOUNDEXCHANGE, INC. LEGISLATIVE FUND",y,
SOUNDEXCHANGE INC.,SOUNDEXCHANGE INC.,y,
SOUL-ICE VENDING INC.,SOULICE VENDING INC.,y,
SOULCYCLE-ONLINE,SOULCYCLEONLINE,,
SOUK,SOUK,,
SOSPESO,SOSPESO,,
SOSA & ASSOCIATES SERVICES LLC,"SOSA & ASSOCIATES SERVICES, LLC",y,
"SOSA & ASSOCIATES SERVICES, LLC","SOSA & ASSOCIATES SERVICES, LLC",y,
SORRISO RESTAURANT,SORRISO RESTAURANT,,
SORRENTOS WEST,SORRENTOS WEST,,
SOPRANO'S PIZZA,SOPRANO'S PIZZA,,
SOPHIE'S CUBA CUISINE,SOPHIE'S CUBAN CUISINE,,
SOPHIE'S CUBAN CUISINE,SOPHIE'S CUBAN CUISINE,,
SOPHIA'S CAF?,SOPHIA'S CAFE,,
SOPHIA'S CAFE,SOPHIA'S CAFE,,
SONOMO,SONOMO RESTAURANT,,
SONOMO RESTAURANT,SONOMO RESTAURANT,,
SONOMOA DC,SONOMO RESTAURANT,,
SONOMA,SONOMA RESTARUANT AND WINE BAR,,
SONOMA DC,SONOMA RESTARUANT AND WINE BAR,,
SONOMA OF WASHINGTON,SONOMA RESTARUANT AND WINE BAR,,
SONOMA RESTARUANT AND WINE BAR,SONOMA RESTARUANT AND WINE BAR,,
SONOMA RESTAURANT,SONOMA RESTARUANT AND WINE BAR,,
SONOMA RESTAURANT &,SONOMA RESTARUANT AND WINE BAR,,
SONOMA RESTAURANT & WINE,SONOMA RESTARUANT AND WINE BAR,,
SONOMA RESTAURANT & WINE BAR,SONOMA RESTARUANT AND WINE BAR,,
SONOMA RESTAURANT + WINE BAR,SONOMA RESTARUANT AND WINE BAR,,
SONOMA RESTAURANT AND BAR,SONOMA RESTARUANT AND WINE BAR,,
SONOMA RESTAURANT AND WINE BAR,SONOMA RESTARUANT AND WINE BAR,,
SONOMA RESTAURANT DC,SONOMA RESTARUANT AND WINE BAR,,
SONOMA RESTAURANT WINE BAR,SONOMA RESTARUANT AND WINE BAR,,
"SONOMA RESTAURANT, INC.",SONOMA RESTARUANT AND WINE BAR,,
SONOMA RESTUARANT & WINE BAR,SONOMA RESTARUANT AND WINE BAR,,
SONOMA RESTUARANT AND WINE BAR,SONOMA RESTARUANT AND WINE BAR,,
SONOMA RESTURANT,SONOMA RESTARUANT AND WINE BAR,,
SONOMA RESTURANT & WINE BAR,SONOMA RESTARUANT AND WINE BAR,,
SONOMA RESTURANT AND WINE BAR,SONOMA RESTARUANT AND WINE BAR,,
SONOMA WASHINGTON DC,SONOMA RESTARUANT AND WINE BAR,,
SONOMA WINE BAR & BISTRO,SONOMA RESTARUANT AND WINE BAR,,
SONOCO CROWD & TRAFFIC CONTROL STORE,SONOCO CROWD & TRAFFIC CONTROL STORE,y,
SONNY'S OF NEW YORK,SONNY'S OF NEW YORK,,
SONNY'S BBQ,SONNY'S BBQ,,
SONIC DRIVE-IN,SONIC DRIVEIN,,
SONIC DRIVE IN 6246,SONIC DRIVE IN 6246,,
SONIC DRIVE IN,SONIC DRIVE IN,,
SONG LONG DELI,SONG LONG DELI,,
SONESTA HOTELS,SONESTA HOTELS,,
SONCO WORLDWIDE INC.,SONCO WORLDWIDE INC.,,
SONCO WORLDWIDE INC,SONCO WORLDWIDE INC,,
SONCO CROWD CONTROL,SONCO CROWD CONTROL,y,
SONCO CROWD & TRAFFIC CONTROL,SONCO CROWD & TRAFFIC CONTROL,y,
SONAMA RESTAURANT,SONAMA RESTAURANT,,
SONA,SONA CREAMERY AND WINE BAR,,
SONA CREAMERY,SONA CREAMERY AND WINE BAR,,
SONA CREAMERY & WINE BAR,SONA CREAMERY AND WINE BAR,,
SONA CREAMERY AND WINE,SONA CREAMERY AND WINE BAR,,
SONA CREAMERY AND WINE BAR,SONA CREAMERY AND WINE BAR,,
SOMTAM HOLDINGS 1 LLC,SOMTAM HOLDINGS 1 LLC,y,
SOMONA RESTAURANT,SOMONA RESTAURANT,,
SOMETHING SWEET,SOMETHING SWEET,,
SOMERSET COUNTY REPUBLICAN CLUB,SOMERSET COUNTY REPUBLICAN CLUB,,
SOMERSET CO. REPUBLICAN CENTRAL COMM.,SOMERSET CO. REPUBLICAN CENTRAL COMM.,y,
SOLIDCORE,SOLIDCORE,,
"SOLIDARITY STRATEGIES, LLC","SOLIDARITY STRATEGIES, LLC",y,
SOLAR ENERGY INDUSTRIES ASSOCIATION PAC (SOLARPAC),SOLAR ENERGY INDUSTRIES ASSOCIATION PAC (SOLARPAC),y,
SOLACE OUTPOST DC,SOLACE OUTPOST DC,,
SOL MEXICAN,SOL MEXICAN GRILL,,
SOL MEXICAN GRILL,SOL MEXICAN GRILL,,
SOI 38,SOI 38,,
SOI,SOI,,
SOHO TEA & COFFEE,SOHO TEA & COFFEE,,
SOHO CAFE,SOHO CAFE,,
SOGO SODEXO (HOUSE DINING ROOM),SOGO SODEXO (HOUSE DINING ROOM),,
SOGO - SODEXO,SOGO  SODEXO,,
SOGO,SOGO,,
SOFITEL WASHINGTON DC,SOFITEL WASHINGTON DC,,
SOFITEL RESTAURANT,SOFITEL RESTAURANT,,
SOFITEL LAFAYETTE SQUARE,SOFITEL LAFAYETTE SQUARE,,
SOFITEL HTL AT WASHINGTON,SOFITEL HTL AT WASHINGTON,,
SOFITEL HTL AT LAFAYETTE,SOFITEL HTL AT LAFAYETTE,,
SOFITEL HOTELS,SOFITEL HOTELS,,
SOFITEL HOTEL F&B,SOFITEL HOTEL F&B,,
SOFITEL HOTEL - DC,SOFITEL HOTEL  DC,,
SOFITEL HOTEL,SOFITEL HOTEL,,
SOFITEL - DC,SOFITEL  DC,,
SOFITEL,SOFITEL,,
"SODEXO, INC. & AFFILIATES","SODEXO, INC. & AFFILIATES",y,
SODEXO INC.,"SODEXO, INC.",y,
"SODEXO, INC.","SODEXO, INC.",y,
"SODEXO, INC & AFFILIATES","SODEXO, INC",y,
"SODEXO, INC","SODEXO, INC",y,
SODEXO SVCS INC,SODEXO SVCS INC,,
SODEXO INC & AFFILIATES,SODEXO INC & AFFILIATES,y,
SODEXO CATERING,SODEXO CATERING,,
SODEXO / US HOUSE MEMBERS DINING,SODEXO / US HOUSE MEMBERS DINING,,
SODEXO,SODEXO,,
SODEXHO INC. AND AFFILIATES,SODEXHO INC. AND AFFILIATES,y,
SODA YODA,SODA YODA,,
SODA SNACK VENDING,SODA SNACK VENDING,,
"SOCKO STRATEGIES, LLC","SOCKO STRATEGIES, LLC",y,
SOCKO STRATEGIES LLC,SOCKO STRATEGIES LLC,y,
SOCIETY OF SENATES PAST,SOCIETY OF SENATES PAST,y,
SOCIETY OF INTERVENTIONAL RADIOLOGY,SOCIETY OF INTERVENTIONAL RADIOLOGY,y,
SOCIETY LOUNGE RESTUARANT,SOCIETY LOUNGE RESTUARANT,y,
SOCIETY FAIR,SOCIETY FAIR,y,
SOCIAL XDESIGN,SOCIAL XDESIGN,y,
SOCIAL SECURITY WORKS PAC,SOCIAL SECURITY WORKS PAC,y,
SOCIAL REFORN,SOCIAL REFORN,y,
SOCIAL REFORM RESTAURANT,SOCIAL REFORM RESTAURANT,,
SOCIAL REFORM KITCHEN & BAR/CAUCUS ROOM BRASSERIE/BOVEDA,SOCIAL REFORM KITCHEN & BAR/CAUCUS ROOM BRASSERIE/BOVEDA,,
SOCIAL REFORM KITCHEN & BAR,SOCIAL REFORM KITCHEN & BAR,,
SOCIAL REFORM KITCHEN AND BAR,SOCIAL REFORM KITCHEN & BAR,,
SOCIAL REFORM KITCHEN,SOCIAL REFORM KITCHEN,,
SOCIAL REFORM - THE CAUCUS ROOM,SOCIAL REFORM  THE CAUCUS ROOM,y,
SOCIAL REFORM- THE CAUCUS ROOM,SOCIAL REFORM  THE CAUCUS ROOM,y,
SOCIAL REFORM,SOCIAL REFORM,y,
SOCIAL BURGER,SOCIAL BURGER,,
SOBE RESTAURANT AND LOUNGE,SOBE RESTAURANT AND LOUNGE,,
SOBE RESTAURANT,SOBE RESTAURANT,,
SOAPSTONE MARKET,SOAPSTONE MARKET,,
SNS EAST,SNS EAST,,
SNOW PHOTOGRAPHY,SNOW PHOTOGRAPHY,y,
SNIDER'S SUPER FOODS,SNIDER'S SUPER FOODS,,
"SNEATHERN, ANDREW","SNEATHERN, ANDREW",,
SNEAD'S 1912 STEAK,SNEAD'S 1912 STEAK,,
SNAPPERS WATERFRONT CAFE,SNAPPERS WATERFRONT CAFE,,
SNAPFISH,SNAPFISH,,
SNAP BISTRO,SNAP BISTRO,,
SMP HOLT FSG PALGRAVE,SMP HOLT FSG PALGRAVE,,
SMOOTHIE KING-DC,SMOOTHIE KINGDC,,
SMOOTHIE KING,SMOOTHIE KING,,
SMOOTHIE KING 1437,SMOOTHIE KING,,
SMOKING KOW BBQ,SMOKING KOW BBQ,,
SMOKIN' EDDIES BBQ,SMOKIN' EDDIES BBQ,,
SMOKIN ON THE BAYOU,SMOKIN ON THE BAYOU,,
SMOKEY GLEN FARM,SMOKEY GLEN FARM,,
SMOKEY BONES,SMOKEY BONES,,
SMOKE-N-SHINE,SMOKENSHINE,,
SMOKED STACKED,SMOKED STACKED,,
SMOKED BBQ CO,SMOKED BBQ CO,,
SMOKED AND STACKED,SMOKED AND STACKED,,
SMOKECRAFT MODERN BBQ,SMOKECRAFT MODERN BBQ,,
SMOKE BBQ,SMOKE BBQ,,
SMOKE & BARREL,SMOKE & BARREL,,
SMOKE,SMOKE,,
SMO MARYLAND HUNTS,SMO MARYLAND HUNTS,y,
SMITTY'S CUT RATE LIQUOR,SMITTY'S CUT RATE LIQUOR,,
SMITHSONIAN ENTERPRISES,SMITHSONIAN ENTERPRISES,y,
SMITHSONIAN AIR AND SPACE MUSEUM,SMITHSONIAN AIR AND SPACE MUSEUM,y,
SMITHS GROUP SERVICES,SMITHS GROUP SERVICES CORP PAC,y,
SMITHS GROUP SERVICES CORP PAC,SMITHS GROUP SERVICES CORP PAC,y,
SMITHPILOT,SMITHPILOT,,
SMITHFIELD FOODSINC,SMITHFIELD FOODSINC,,
"SMITHFIELD FOOD, INC.","SMITHFIELD FOOD, INC.",,
SMITHFIELD CATALOG,SMITHFIELD CATALOG,,
"SMITH, REBECCA","SMITH, REBECCA",,
SMITH WOLLENSKY,SMITH WOLLENSKY,,
SMITH ISLAND CAKE CO,SMITH ISLAND CAKE CO,,
SMITH ISLAND BAKING COMPANY,SMITH ISLAND BAKING COMPANY,,
SMITH ISLAND BAKERY,SMITH ISLAND BAKERY,,
SMITH DC,SMITH DC,,
SMITH COMMONS,SMITH COMMONS,,
SMITH AND WOLLENSKY,SMITH AND WOLLENSKY,,
SMITH & WOLLENSKY STEAKHOUSE,SMITH & WOLLENSKY STEAKHOUSE,,
SMITH & WOLLENSKY 107,SMITH & WOLLENSKY 107,,
SMITH & WOLLENSKY 10,SMITH & WOLLENSKY 10,,
SMITH & WOLLENSKY,SMITH & WOLLENSKY,,
SMITH & WOLENSKY OF WASHINGTON,SMITH & WOLENSKY OF WASHINGTON,,
SMITH & CLARKSON'S,SMITH & CLARKSON'S,,
SMG ATTN: ACCOUNTING DEPARTMENT,SMG ATTN: ACCOUNTING DEPARTMENT,y,
SMATHERS & BRANSON,SMATHERS & BRANSON,,
SMASHBURGER - WDC,SMASHBURGER  WDC,,
SMASHBURGER,SMASHBURGER,,
SMASH BURGER,SMASH BURGER,,
SMARTMOUTH BREWING COMPANY,SMARTMOUTH BREWING COMPANY,y,
SMARTECARTE.COM 12 5,SMARTECARTE.COM,y,
"SMART GIRL POLITICS, INC.","SMART GIRL POLITICS, INC.",y,
SMART GIRL POLITICS ACTION,SMART GIRL POLITICS ACTION,y,
SMALL MIRACLES,SMALL MIRACLES,,
SLY HORSE TAVERN,SLY HORSE TAVERN,,
SLW STRATEGIES,SLW STRATEGIES,y,
"SLOTA, ELEANOR","SLOTA, ELEANOR",,
SLOPPY MAMAS,SLOPPY MAMAS,,
SLOPPY MAMA'S LLC,SLOPPY MAMA'S LLC,,
SLOPPY MAMA'S BARBEQUE,SLOPPY MAMA'S BARBEQUE,,
SLOPPY MAMA'S,SLOPPY MAMA'S,,
SLIVER P LESSEE LLC,SLIVER P LESSEE LLC,,
SLIPSTREAM II,SLIPSTREAM II,y,
SLIPSTREAM COFFEE,SLIPSTREAM COFFEE,,
SLIPSTREAM CAPITOL RIVERFRONT,SLIPSTREAM CAPITOL RIVERFRONT,,
SLIPSTREAM,SLIPSTREAM,,
SLIPPED DISK,SLIPPED DISK,,
SLIDEWAYS MOBILE BISTRO,SLIDEWAYS MOBILE BISTRO,,
SLATER'S MARKET,SLATER'S MARKET,,
"SLATE, ADAM","SLATE, ADAM",,
SLAPFISH,SLAPFISH,,
SKYWALK CAFE,SKYWALK CAFE,,
SKYLAND RESORT,SKYLAND RESORT,,
SKYDOME RESTAURANT,SKYDOME RESTAURANT,,
"SKYBAR, INC.","SKYBAR, INC.",,
SKIPTHEDISHES,SKIPTHEDISHES,,
SKIPPERS,SKIPPERS,,
"SKENTERIS FAMILY, INC","SKENTERIS FAMILY, INC",y,
SKENTERIS FAMILY INC.,SKENTERIS FAMILY INC.,y,
SKENTERIS FAMILY INC,SKENTERIS FAMILY INC,,
SKENTERIS FAMILY,SKENTERIS FAMILY,y,
SKDKNICKERBOCKER LLC,SKDKNICKERBOCKER LLC,,
SKDKNICKERBOCKER,SKDKNICKERBOCKER,,
SKD KNICKERBOCKER,SKD KNICKERBOCKER,,
"SKADDEN, ARPS, SLATE, MEAGHER & FLOM LLP","SKADDEN, ARPS, SLATE, MEAGHER & FLOM LLP",y,
SKADDEN APRS SLATE MEAGHER & FLOM,SKADDEN APRS SLATE MEAGHER & FLOM,,
SJS&W CONVENTION CENTER,SJS&W CONVENTION CENTER,y,
SIZZLING EXPRESS - C,SIZZLING EXPRESS  C,,
SIXTH ENGINE RESTAURANT,SIXTH ENGINE RESTAURANT,,
SIXTH ENGINE-WASHINGTON DC,SIXTH ENGINE DC,,
SIXTH ENGINE,SIXTH ENGINE,,
SIXTH DISTRICT REPUBLICAN COMMITTEE,SIXTH DISTRICT REPUBLICAN COMMITTEE,y,
SIXTH AVENUE,SIXTH AVENUE,,
SIXTEEN THIRTY FUND,SIXTEEN THIRTY FUND,y,
SIX FLAGS AMERICA,SIX FLAGS AMERICA,y,
SIROC RESTAURANT,SIROC RESTAURANT,,
SIRIUS XM RADIO,SIRIUS XM RADIO,,
SIREN BY RW,SIREN BY RW,,
SIREN,SIREN,,
SIR WALTER RALEIGH INN,SIR WALTER RALEIGH INN,,
SIR VEZA'S,SIR VEZA'S,,
SIR SPEEDY PRINTING,SIR SPEEDY PRINTING,,
SIP MUNCH MORE,SIP MUNCH MORE,,
SIP MUNCH AND MORE,SIP MUNCH AND MORE,,
SIP MUNCH & MORE,SIP MUNCH & MORE,,
SINTAYEHU WOLDEMICHAEL,SINTAYEHU WOLDEMICHAEL,,
SINPLICTY LLC CATERING,SINPLICTY LLC CATERING,,
SINPLICIY,SINPLICTY LLC CATERING,,
"SINPLICITY, LLC",SINPLICTY LLC CATERING,,
SINPLICITY LLC,SINPLICTY LLC CATERING,,
"SINPLICITY CATERING, LLC",SINPLICTY LLC CATERING,,
SINPLICITY CATERING SERVICES,SINPLICTY LLC CATERING,,
SINPLICITY CATERING LLC,SINPLICTY LLC CATERING,,
SINPLICITY CATERING,SINPLICTY LLC CATERING,,
SINPLICITY,SINPLICTY LLC CATERING,,
SINO'S INN,SINO'S INN,,
SINGLETON STRATEGIES LLC,SINGLETON STRATEGIES LLC,y,
SINGING SENSATIONS,SINGING SENSATIONS,,
SINGH TRANSPORTATION,SINGH TRANSPORTATION,y,
SINGH CAR SERVICES,SINPLICTY LLC CATERING,,
SINGH CAR SERVICE,SINGH CAR SERVICE,,
SINGER MEDIA ENGINEERING,SINGER MEDIA ENGINEERING,y,
SINFULLY WRIGHT CATERING,SINFULLY WRIGHT CATERING,,
SINFULLY WRIGHT,SINFULLY WRIGHT,,
SINE' IRISH PUB,SINE' IRISH PUB,,
SINE IRISH PUB,SINE' IRISH PUB,,
SIMPLY SMILES LLC,SIMPLY SMILES LLC,,
SIMPLICITY LLC,SINPLICTY LLC CATERING,,
"SIMPLICITY CATERING, LLC",SINPLICTY LLC CATERING,,
SIMPLICITY CATERING,SINPLICTY LLC CATERING,,
SIMPLICITY,SINPLICTY LLC CATERING,,
SIMPLETIX.COM,SIMPLETIX.COM,y,
SIMPLE PLEASURES ICE CAFE,SIMPLE PLEASURES ICE CAFE,,
SIMPATICO,SIMPATICO,,
SIMONS CONSULTING,SIMONS CONSULTING,y,
SIMONE L. WARD SLW STRATEGIES,SIMONE L. WARD SLW STRATEGIES,y,
"SIMON, NEAL","SIMON, NEAL",,
SIMON STEFANOS,SIMON STEFANOS,,
SIMMONS SECURITY,SIMMONS SECURITY,,
SILVERBERG ASSOCIATES,SILVERBERG ASSOCIATES,y,
SILVERBACK DISTILLERY,SILVERBACK DISTILLERY,,
SILVERADO RESTAURANT,SILVERADO RESTAURANT,,
SILVERADO,SILVERADO,,
SILVER SPRINGS MINING CO.,SILVER SPRINGS MINING CO.,y,
SILVER SPRING TOWN CENTER,SILVER SPRING TOWN CENTER,y,
SILVER SPORK,SILVER SPORK,,
SILVER SPOON CATERERS,SILVER SPOON CATERERS,,
SILVER SPOON,SILVER SPOON,,
SILVER SOCIAL,SILVER SOCIAL,y,
SILVER MOON CAFE,SILVER MOON CAFE,,
SILVER LEAF CUISINE LLC,SILVER LEAF CUISINE LLC,,
SILVER DINER BWI 001,SILVER DINER,,
SILVER DINER BWI,SILVER DINER,,
"SILVER DINER ARLINGTON, VA",SILVER DINER,,
SILVER DINER - SPRINGFIELD,SILVER DINER,,
SILVER DINER,SILVER DINER,,
SILVER CAB OF PG 167,SILVER CAB OF PG 167,y,
SILVER CAB # 409,SILVER CAB # 409,y,
SILVER BRANCH BREWING COMPANY,SILVER BRANCH BREWING COMPANY,,
SILVER AND FEDERAL CAB COMPANY,SILVER AND FEDERAL CAB COMPANY,y,
"SILVER AGE, LLC","SILVER AGE, LLC",,
SILVER,SILVER,,
SILO RESTAURANT,SILO RESTAURANT,,
SILO,SILO,,
SIIPS OF CHARLOTTESVILLE,SIIPS OF CHARLOTTESVILLE,,
"SIGNMASTERS, INC.","SIGNMASTERS, INC.",y,
SIGNATURES BAR & GRILL,SIGNATURES BAR & GRILL,,
SIGNATURE CIGARS,SIGNATURE CIGARS,,
SIGNATURE CATERING,SIGNATURE CATERING,,
SIGN OF THE WHALE,SIGN OF THE WHALE,,
"SIGN LANGUAGE USA, LLC","SIGN LANGUAGE USA, LLC",,
SIFMA,SIFMA,,
SIERRA CLUB,SIERRA CLUB,,
SIENA'S RESTAURANT,SIENA'S RESTAURANT,,
SIEMA WINES,SIEMA WINES,,
SIDRA FORMAN,SIDRA FORMAN,,
SIDEKICK SPORTSWEAR,SIDEKICK SPORTSWEAR,,
SICILY ROSE,SICILY ROSE,,
SIBBY'S,SIBBY'S,,
SIB PANERA CAFE 601055,SIB PANERA CAFE 601055,,
SHYNDIGZ,SHYNDIGZ,,
SHUTTERS BAR & KITCHEN,SHUTTERS BAR & KITCHEN,,
SHULAS STEAKHOUSE,SHULAS STEAKHOUSE,,
SHOWTIME SOUND LLC,SHOWTIME SOUND LLC,,
SHOWTIME DELI,SHOWTIME DELI,,
SHOWMASTERS,SHOWMASTERS,,
"SHOWCALL, INC.","SHOWCALL, INC.",y,
SHOWCALL USAINC,SHOWCALL USAINC,,
SHOWCALL USA,SHOWCALL USA,,
SHOWCALL INC.,SHOWCALL INC.,,
SHOWCALL,SHOWCALL,,
SHOWBIZ PRODUCTIONS LLC,SHOWBIZ PRODUCTIONS LLC,,
SHOW BIZ PRODUCTIONS LLC,SHOW BIZ PRODUCTIONS LLC,,
SHOUK,SHOUK,,
SHOTTI'S POINT - OCEAN CITY,SHOTTI'S POINT  OCEAN CITY,,
SHOTO WASHINGTON DC,SHOTO WASHINGTON DC,,
SHOTO,SHOTO,,
SHOREDOG CAFE,SHOREDOG CAFE,,
SHOREBREAK PIZZA,SHOREBREAK PIZZA,,
SHORE BARBECUE & SEAFOOD CO. CATERING,SHORE BARBECUE & SEAFOOD CO. CATERING,,
SHOPRITE,SHOPRITE,,
SHOPPERS FOOD/PHARMACY,SHOPPERS FOOD/PHARMACY,,
SHOPPERS FOOD/PHARM,SHOPPERS FOOD/PHARM,,
SHOPPERS FOOD WAREHOUSE RICHMOND HWY,SHOPPERS FOOD WAREHOUSE RICHMOND HWY,,
SHOPPERS FOOD WAREHOUSE CORP.,SHOPPERS FOOD WAREHOUSE CORP.,y,
SHOPPERS FOOD WAREHOUSE #2652 ALEXANDRIA,SHOPPERS FOOD WAREHOUSE #2652 ALEXANDRIA,,
SHOPPERS FOOD WAREHOUSE,SHOPPERS FOOD WAREHOUSE,,
SHOPPERS FOOD PHARMACY,SHOPPERS FOOD PHARMACY,,
SHOPPERS FOOD MARKET,SHOPPERS FOOD MARKET,,
SHOPPERS FOOD AND PHARMACY,SHOPPERS FOOD AND PHARMACY,,
SHOPPERS FOOD & PHARMACY,SHOPPERS FOOD & PHARMACY,,
SHOPPERS FOOD,SHOPPERS FOOD,,
SHOPPERS,SHOPPERS,,
SHOPPER'S FOOD,SHOPPER'S FOOD,,
SHOPPER'S,SHOPPER'S,,
SHOPHOUSE SOUTHEAST ASIAN,SHOPHOUSE SOUTHEAST ASIAN,,
SHOPHOUSE KITCHEN,SHOPHOUSE KITCHEN,,
SHOPHOUSE 1621 0052,SHOPHOUSE 1621 0052,,
SHOPHOUSE,SHOPHOUSE,,
SHOP MADE IN DC,SHOP MADE IN DC,,
SHOOTING STARSHOTGUN,SHOOTING STARSHOTGUN,,
SHOOTING STAR SHOTGUN SPORTS,SHOOTING STAR SHOTGUN SPORTS,,
"SHOOTING STAR SHOTGUN SPORTS,",SHOOTING STAR SHOTGUN SPORTS,,
"SHOOTING STAR SHOTGUN SPORTS, LLC",SHOOTING STAR SHOTGUN SPORTS,,
SHOOTING STAR SHOTGUN SPO,SHOOTING STAR SHOTGUN SPO,,
SHOOTING STAR SHOTGUN,SHOOTING STAR SHOTGUN,,
SHONEYS,SHONEYS,,
SHONEY'S,SHONEY'S,,
SHOES CUP CORK,SHOES CUP CORK,,
SHOEMAKERS RESTAURANT,SHOEMAKERS RESTAURANT,,
SHOE'S CUP AND CORK,SHOE'S CUP AND CORK,,
SHOCKOE ESPRESSO AND ROASTERY,SHOCKOE ESPRESSO AND ROASTERY,,
"SHL AND ASSOCIATES, INC.","SHL AND ASSOCIATES, INC.",y,
SHIVELY ELECTRICAL CO INC,SHIVELY ELECTRICAL CO INC,,
SHIRLEY'S KITCHEN AND CATERING SERVICE,SHIRLEY'S KITCHEN AND CATERING SERVICE,,
SHIRLEY'S CATERING GOURMET GIFT BASKETS,SHIRLEY'S CATERING GOURMET GIFT BASKETS,,
SHIPS CAFE,SHIPS CAFE,,
SHIPBUILDERS COUNCIL OF AMERICA PAC,SHIPBUILDERS COUNCIL OF AMERICA PAC,y,
SHIPBUILDERS COUNCIL OF AMERICA,SHIPBUILDERS COUNCIL OF AMERICA,y,
SHINEY'S,SHINEY'S,,
SHILLING CANNING COMPNANY,SHILLING CANNING COMPNANY,,
SHILLING CANNING COMPANY,SHILLING CANNING COMPANY,,
"SHILLING CANNING COMPANY (WASHINGTON, DC)",SHILLING CANNING COMPANY,,
SHIFT POLITICAL,SHIFT POLITICAL,,
SHIELDS TAVERN,SHIELDS TAVERN,,
SHIBUYA EATERY,SHIBUYA EATERY,,
SHERWOOD HILLS LIQUOR STORE,SHERWOOD HILLS LIQUOR STORE,,
SHERRY'S WINE & SPIRITS,SHERRY'S WINE & SPIRITS,,
SHERRY'S WINE AND SPIRIT,SHERRY'S WINE & SPIRITS,,
SHERRY'S WINE AND SPIRITS,SHERRY'S WINE & SPIRITS,,
SHERRYS WINE AND SPIRITS,SHERRY'S WINE & SPIRITS,,
SHERRY WINE,SHERRY WINE,,
SHERENE JAMES,SHERENE JAMES,,
SHERATON SUITES ALEXANDRIA,SHERATON SUITES ALEXANDRIA,,
SHERATON ROANOKE HOTEL,SHERATON ROANOKE HOTEL,,
SHERATON RESTON HOTE,SHERATON RESTON HOTE,,
SHERATON PREMIERE,SHERATON PREMIERE,,
SHERATON PENTAGON CITY,SHERATON PENTAGON CITY,,
SHERATON HOTELS AND RESORTS,SHERATON HOTELS AND RESORTS,,
SHERATON HOTELS & RESORTS,SHERATON HOTELS & RESORTS,,
SHERATON HOTEL,SHERATON HOTEL,,
SHERATON BWI AIRPORT,SHERATON BWI AIRPORT,,
SHERATON,SHERATON,,
SHENANDOAH VALLEY YOUNG REPUBLICANS,SHENANDOAH VALLEY YOUNG REPUBLICANS,y,
SHENANDOAH VALLEY DISCOVERY MUSEUM,SHENANDOAH VALLEY DISCOVERY MUSEUM,,
SHENANDOAH COUNTY REPUBLICAN COMMITTEE   (SCRC),SHENANDOAH COUNTY REPUBLICAN COMMITTEE   (SCRC),y,
SHENANDOAH COUNTY REPUBLICAN COMMITTEE,SHENANDOAH COUNTY REPUBLICAN COMMITTEE,y,
SHENANDOAH CLUB,SHENANDOAH CLUB,,
SHEMALI'S CATERING,SHEMALI'S CATERING,,
SHEMALI'S,SHEMALI'S,,
SHELLYS BACKROOM,SHELLYS BACKROOM,,
SHELLYS BACK ROOM,SHELLYS BACKROOM,,
SHELLY'S BACKROOM,SHELLYS BACKROOM,,
SHELLY'S BACK ROOM,SHELLYS BACKROOM,,
SHELLY'S BACK RESTAURANT,SHELLY'S BACK RESTAURANT,,
SHELLY BACKROOM,SHELLEYS BACKROOM,,
SHELLEYS BACKROOM,SHELLEYS BACKROOM,,
SHELL SERVICE STATION,SHELL SERVICE STATION,,
SHELL OIL 5754358370,SHELL OIL,,
SHELL OIL 5458412005,SHELL OIL,,
SHELL OIL 5451938003,SHELL OIL,,
SHELL OIL 2365278475,SHELL OIL,,
SHELL OIL 2365222057,SHELL OIL,,
SHELL OIL,SHELL OIL,,
SHELL,SHELL,,
SHELDON'S RESTAURANT,SHELDON'S RESTAURANT,,
SHELDON'S MOTEL,SHELDON'S MOTEL,,
SHEILA ANGELO,SHEILA ANGELO,,
0161 SHEETZ 0161,SHEETZ,,
0184 SHEETZ 0184,SHEETZ,,
0198 SHEETZ 0198,SHEETZ,,
0205 SHEETZ 0205,SHEETZ,,
0205 SHEETZ STORE 0205,SHEETZ,,
0209 SHEETZ 0209,SHEETZ,,
0332 SHEETZ STORE 0332,SHEETZ,,
SHEETZ,SHEETZ,,
SHEETZ - CHARLOTTESVILLE,SHEETZ,,
SHEETZ #041,SHEETZ,,
SHEETZ #043,SHEETZ,,
SHEETZ #205,SHEETZ,,
SHEETZ 286,SHEETZ,,
SHEETZ 667,SHEETZ,,
SHEETZ CONVENIENCE STORE,SHEETZ,,
